Logger, apex7414:         	Automatically truncated logfile to 1048576
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30316 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
SessionPaths, apex7414:   	Waiting for exclusive lock of J:\LineBot Commad System\project\public\session.madeline.safe.php.lock...
SessionPaths, apex7414:   	Got exclusive lock of J:\LineBot Commad System\project\public\session.madeline.safe.php.lock...
SessionPaths, apex7414:   	Waiting for exclusive lock of J:\LineBot Commad System\project\public\session.madeline.lightState.php.lock...
SessionPaths, apex7414:   	Got exclusive lock of J:\LineBot Commad System\project\public\session.madeline.lightState.php.lock...
APIWrapper, apex7414:     	Saved session!
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30317 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31779 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31780 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30318 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30319 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31781 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30320 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31782 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31783 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30321 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31784 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30322 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31785 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30323 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30325 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31787 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31788 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30326 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 2 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30327 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31789 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30328 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31790 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30329 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31791 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31792 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30330 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
AckHandler, apex7414:     	Could not find messages.getDialogs in new_outgoing!
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31793 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30331 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 4 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
MsgIdHandler64, apex7414: 	Given message id (7093809517506978817) is bigger than or equal to the current limit (7093809517506964481). Please sync your date using NTP.
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
Session, apex7414:        	Garbage collected 7 incoming messages, 0 left
Session, apex7414:        	Garbage collected 8 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30332 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31794 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31795 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 3 incoming messages, 0 left
Session, apex7414:        	Garbage collected 6 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30333 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
ResponseHandler, apex7414: 	Flood, waiting 28 seconds before repeating async call of messages.getDialogs with message ID 7093809517854457868...
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30334 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31796 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 3 incoming messages, 0 left
Session, apex7414:        	Garbage collected 4 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30335 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31797 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31798 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30336 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 2 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
ReadLoop, apex7414:       	danog\MadelineProto\NothingInTheSocketException in phar://J:/LineBot Commad System/project/public/madeline-20cca0b5bd3e9a56883d42a3655809d706c827f4-74.phar/vendor/danog/madelineproto/src/danog/MadelineProto/Stream/Common/BufferedRawStream.php:178
Stack trace:
#0 [internal function]: danog\MadelineProto\Stream\Common\BufferedRawStream->bufferReadGenerator(1)
#1 phar://J:/LineBot Commad System/project/public/madeline-20cca0b5bd3e9a56883d42a3655809d706c827f4-74.phar/vendor/danog/madelineproto/src/danog/MadelineProto/Coroutine.php(115): Generator->send(NULL)
#2 phar://J:/LineBot Commad System/project/public/madeline-20cca0b5bd3e9a56883d42a3655809d706c827f4-74.phar/vendor/phabel-transpiler74.amphp/amp/lib/Internal/Placeholder.php(128): danog\MadelineProto\Coroutine->danog\MadelineProto\{closure}(NULL, NULL)
#3 phar://J:/LineBot Commad System/project/public/madeline-20cca0b5bd3e9a56883d42a3655809d706c827f4-74.phar/vendor/phabel-transpiler74.amphp/amp/lib/Deferred.php(52): class@anonymous->resolve(NULL)
#4 phar://J:/LineBot Commad System/project/public/madeline-20cca0b5bd3e9a56883d42a3655809d706c827f4-74.phar/vendor/phabel-transpiler74.amphp/byte-stream/lib/ResourceInputStream.php(76): Amp\Deferred->resolve(NULL)
#5 phar://J:/LineBot Commad System/project/public/madeline-20cca0b5bd3e9a56883d42a3655809d706c827f4-74.phar/vendor/phabel-transpiler74.amphp/amp/lib/Loop/NativeDriver.php(268): Amp\ByteStream\ResourceInputStream::Amp\ByteStream\{closure}('djuwn', Resource id #93771, NULL)
#6 phar://J:/LineBot Commad System/project/public/madeline-20cca0b5bd3e9a56883d42a3655809d706c827f4-74.phar/vendor/phabel-transpiler74.amphp/amp/lib/Loop/NativeDriver.php(100): Amp\Loop\NativeDriver->selectStreams(Array, Array, 0.065)
#7 phar://J:/LineBot Commad System/project/public/madeline-20cca0b5bd3e9a56883d42a3655809d706c827f4-74.phar/vendor/phabel-transpiler74.amphp/amp/lib/Loop/Driver.php(117): Amp\Loop\NativeDriver->dispatch(true)
#8 phar://J:/LineBot Commad System/project/public/madeline-20cca0b5bd3e9a56883d42a3655809d706c827f4-74.phar/vendor/phabel-transpiler74.amphp/amp/lib/Loop/Driver.php(61): Amp\Loop\Driver->tick()
#9 phar://J:/LineBot Commad System/project/public/madeline-20cca0b5bd3e9a56883d42a3655809d706c827f4-74.phar/vendor/phabel-transpiler74.amphp/amp/lib/Loop.php(90): Amp\Loop\Driver->run()
#10 phar://J:/LineBot Commad System/project/public/madeline-20cca0b5bd3e9a56883d42a3655809d706c827f4-74.phar/vendor/danog/madelineproto/src/danog/MadelineProto/Tools.php(291): Amp\Loop::run(Object(Closure))
#11 phar://J:/LineBot Commad System/project/public/madeline-20cca0b5bd3e9a56883d42a3655809d706c827f4-74.phar/vendor/danog/madelineproto/src/danog/MadelineProto/Ipc/Runner/entry.php(99): danog\MadelineProto\Tools::wait(Object(Amp\Internal\PrivatePromise))
#12 phar://J:/LineBot Commad System/project/public/madeline-20cca0b5bd3e9a56883d42a3655809d706c827f4-74.phar/vendor/danog/madelineproto/src/danog/MadelineProto/Ipc/Runner/entry.php(122): danog\MadelineProto\Installer::{closure}()
#13 J:\LineBot Commad System\project\public\madeline.php(183): require_once('phar://J:/LineB...')
#14 J:\LineBot Commad System\project\public\madeline.php(234): danog\MadelineProto\Installer::load('20cca0b5bd3e9a5...')
#15 J:\LineBot Commad System\project\public\madeline.php(269): danog\MadelineProto\Installer->install()
#16 {main}
ReadLoop, apex7414:       	Got nothing in the socket in DC 3.0, reconnecting...
Connection, apex7414:     	Reconnecting DC 3.0
Connection, apex7414:     	Disconnecting from DC 3.0
Connection, apex7414:     	Disconnected from DC 3.0
DataCenter, apex7414:     	Reconnecting to DC 3 (0) from existing
DataCenterConnection, apex7414: 	Trying shared connection via tcp://149.154.175.100:443 main DC 3, via ipv4 using AbridgedStream => BufferedRawStream => DefaultStream (0)
Connection, apex7414:     	Connecting to DC 3.0
Connection, apex7414:     	Connected to DC 3.0!
DataCenter, apex7414:     	OK!
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31799 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30337 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31800 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30338 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30339 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31801 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31802 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30340 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30341 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31803 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31804 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30342 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30343 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31805 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30344 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31806 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31807 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30345 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 2 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31808 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30346 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30347 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31809 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
SessionPaths, apex7414:   	Waiting for exclusive lock of J:\LineBot Commad System\project\public\session.madeline.safe.php.lock...
SessionPaths, apex7414:   	Got exclusive lock of J:\LineBot Commad System\project\public\session.madeline.safe.php.lock...
SessionPaths, apex7414:   	Waiting for exclusive lock of J:\LineBot Commad System\project\public\session.madeline.lightState.php.lock...
SessionPaths, apex7414:   	Got exclusive lock of J:\LineBot Commad System\project\public\session.madeline.lightState.php.lock...
APIWrapper, apex7414:     	Saved session!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31810 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30348 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30349 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31811 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31812 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30350 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30351 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31813 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31814 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30352 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
PingLoop, apex7414:       	Ping DC 2.0
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30353 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31815 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 2 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30354 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31816 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 1 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30355 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31817 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30356 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 outgoing messages, 2 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31818 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 1 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30357 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31819 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30358 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31820 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30359 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31821 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 31822 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 30360 seconds ago, no response has been received or it wasn't yet handled!
